split,image_file,mask_file,image_path,mask_path,image_size_bytes,mask_size_bytes,width,height,channels,format
train,image_3568.png,mask_3568.png,data/dataset/train/images\image_3568.png,data/dataset/train/masks\mask_3568.png,31611,549,128,128,4,PNG
train,image_357.png,mask_357.png,data/dataset/train/images\image_357.png,data/dataset/train/masks\mask_357.png,29180,559,128,128,4,PNG
train,image_3571.png,mask_3571.png,data/dataset/train/images\image_3571.png,data/dataset/train/masks\mask_3571.png,28890,618,128,128,4,PNG
train,image_3572.png,mask_3572.png,data/dataset/train/images\image_3572.png,data/dataset/train/masks\mask_3572.png,28975,530,128,128,4,PNG
train,image_3573.png,mask_3573.png,data/dataset/train/images\image_3573.png,data/dataset/train/masks\mask_3573.png,30035,780,128,128,4,PNG
train,image_3579.png,mask_3579.png,data/dataset/train/images\image_3579.png,data/dataset/train/masks\mask_3579.png,28260,553,128,128,4,PNG
train,image_358.png,mask_358.png,data/dataset/train/images\image_358.png,data/dataset/train/masks\mask_358.png,29763,564,128,128,4,PNG
train,image_3581.png,mask_3581.png,data/dataset/train/images\image_3581.png,data/dataset/train/masks\mask_3581.png,25837,876,128,128,4,PNG
train,image_3583.png,mask_3583.png,data/dataset/train/images\image_3583.png,data/dataset/train/masks\mask_3583.png,29531,941,128,128,4,PNG
train,image_3585.png,mask_3585.png,data/dataset/train/images\image_3585.png,data/dataset/train/masks\mask_3585.png,28449,840,128,128,4,PNG
train,image_3588.png,mask_3588.png,data/dataset/train/images\image_3588.png,data/dataset/train/masks\mask_3588.png,26838,880,128,128,4,PNG
train,image_359.png,mask_359.png,data/dataset/train/images\image_359.png,data/dataset/train/masks\mask_359.png,28950,740,128,128,4,PNG
train,image_360.png,mask_360.png,data/dataset/train/images\image_360.png,data/dataset/train/masks\mask_360.png,25528,547,128,128,4,PNG
train,image_3606.png,mask_3606.png,data/dataset/train/images\image_3606.png,data/dataset/train/masks\mask_3606.png,29640,607,128,128,4,PNG
train,image_3613.png,mask_3613.png,data/dataset/train/images\image_3613.png,data/dataset/train/masks\mask_3613.png,28614,976,128,128,4,PNG
train,image_3614.png,mask_3614.png,data/dataset/train/images\image_3614.png,data/dataset/train/masks\mask_3614.png,31231,680,128,128,4,PNG
train,image_3615.png,mask_3615.png,data/dataset/train/images\image_3615.png,data/dataset/train/masks\mask_3615.png,31662,775,128,128,4,PNG
train,image_3616.png,mask_3616.png,data/dataset/train/images\image_3616.png,data/dataset/train/masks\mask_3616.png,32303,703,128,128,4,PNG
train,image_3618.png,mask_3618.png,data/dataset/train/images\image_3618.png,data/dataset/train/masks\mask_3618.png,30196,843,128,128,4,PNG
train,image_3619.png,mask_3619.png,data/dataset/train/images\image_3619.png,data/dataset/train/masks\mask_3619.png,31067,707,128,128,4,PNG
train,image_362.png,mask_362.png,data/dataset/train/images\image_362.png,data/dataset/train/masks\mask_362.png,27642,588,128,128,4,PNG
train,image_3620.png,mask_3620.png,data/dataset/train/images\image_3620.png,data/dataset/train/masks\mask_3620.png,30870,646,128,128,4,PNG
train,image_3621.png,mask_3621.png,data/dataset/train/images\image_3621.png,data/dataset/train/masks\mask_3621.png,28372,520,128,128,4,PNG
train,image_3622.png,mask_3622.png,data/dataset/train/images\image_3622.png,data/dataset/train/masks\mask_3622.png,25464,589,128,128,4,PNG
train,image_3623.png,mask_3623.png,data/dataset/train/images\image_3623.png,data/dataset/train/masks\mask_3623.png,31076,576,128,128,4,PNG
train,image_3624.png,mask_3624.png,data/dataset/train/images\image_3624.png,data/dataset/train/masks\mask_3624.png,28079,589,128,128,4,PNG
train,image_3625.png,mask_3625.png,data/dataset/train/images\image_3625.png,data/dataset/train/masks\mask_3625.png,29797,1001,128,128,4,PNG
train,image_3626.png,mask_3626.png,data/dataset/train/images\image_3626.png,data/dataset/train/masks\mask_3626.png,28247,625,128,128,4,PNG
train,image_3627.png,mask_3627.png,data/dataset/train/images\image_3627.png,data/dataset/train/masks\mask_3627.png,25087,869,128,128,4,PNG
train,image_3628.png,mask_3628.png,data/dataset/train/images\image_3628.png,data/dataset/train/masks\mask_3628.png,27482,875,128,128,4,PNG
train,image_3629.png,mask_3629.png,data/dataset/train/images\image_3629.png,data/dataset/train/masks\mask_3629.png,25306,755,128,128,4,PNG
train,image_3630.png,mask_3630.png,data/dataset/train/images\image_3630.png,data/dataset/train/masks\mask_3630.png,27938,585,128,128,4,PNG
train,image_3631.png,mask_3631.png,data/dataset/train/images\image_3631.png,data/dataset/train/masks\mask_3631.png,28312,803,128,128,4,PNG
train,image_3632.png,mask_3632.png,data/dataset/train/images\image_3632.png,data/dataset/train/masks\mask_3632.png,25678,739,128,128,4,PNG
train,image_3636.png,mask_3636.png,data/dataset/train/images\image_3636.png,data/dataset/train/masks\mask_3636.png,29143,639,128,128,4,PNG
train,image_3637.png,mask_3637.png,data/dataset/train/images\image_3637.png,data/dataset/train/masks\mask_3637.png,29830,702,128,128,4,PNG
train,image_3638.png,mask_3638.png,data/dataset/train/images\image_3638.png,data/dataset/train/masks\mask_3638.png,30354,538,128,128,4,PNG
train,image_364.png,mask_364.png,data/dataset/train/images\image_364.png,data/dataset/train/masks\mask_364.png,27132,619,128,128,4,PNG
train,image_3642.png,mask_3642.png,data/dataset/train/images\image_3642.png,data/dataset/train/masks\mask_3642.png,29010,577,128,128,4,PNG
train,image_3647.png,mask_3647.png,data/dataset/train/images\image_3647.png,data/dataset/train/masks\mask_3647.png,27819,543,128,128,4,PNG
train,image_3648.png,mask_3648.png,data/dataset/train/images\image_3648.png,data/dataset/train/masks\mask_3648.png,27838,552,128,128,4,PNG
train,image_3649.png,mask_3649.png,data/dataset/train/images\image_3649.png,data/dataset/train/masks\mask_3649.png,25210,618,128,128,4,PNG
train,image_365.png,mask_365.png,data/dataset/train/images\image_365.png,data/dataset/train/masks\mask_365.png,25521,715,128,128,4,PNG
train,image_3652.png,mask_3652.png,data/dataset/train/images\image_3652.png,data/dataset/train/masks\mask_3652.png,26784,659,128,128,4,PNG
train,image_3653.png,mask_3653.png,data/dataset/train/images\image_3653.png,data/dataset/train/masks\mask_3653.png,28572,601,128,128,4,PNG
train,image_3654.png,mask_3654.png,data/dataset/train/images\image_3654.png,data/dataset/train/masks\mask_3654.png,26729,578,128,128,4,PNG
train,image_3657.png,mask_3657.png,data/dataset/train/images\image_3657.png,data/dataset/train/masks\mask_3657.png,26876,655,128,128,4,PNG
train,image_3658.png,mask_3658.png,data/dataset/train/images\image_3658.png,data/dataset/train/masks\mask_3658.png,31619,1546,128,128,4,PNG
train,image_3662.png,mask_3662.png,data/dataset/train/images\image_3662.png,data/dataset/train/masks\mask_3662.png,31363,596,128,128,4,PNG
train,image_3663.png,mask_3663.png,data/dataset/train/images\image_3663.png,data/dataset/train/masks\mask_3663.png,29715,573,128,128,4,PNG
train,image_3667.png,mask_3667.png,data/dataset/train/images\image_3667.png,data/dataset/train/masks\mask_3667.png,28001,748,128,128,4,PNG
train,image_367.png,mask_367.png,data/dataset/train/images\image_367.png,data/dataset/train/masks\mask_367.png,30427,1151,128,128,4,PNG
train,image_3670.png,mask_3670.png,data/dataset/train/images\image_3670.png,data/dataset/train/masks\mask_3670.png,32809,1178,128,128,4,PNG
train,image_3671.png,mask_3671.png,data/dataset/train/images\image_3671.png,data/dataset/train/masks\mask_3671.png,29474,754,128,128,4,PNG
train,image_3672.png,mask_3672.png,data/dataset/train/images\image_3672.png,data/dataset/train/masks\mask_3672.png,26117,1053,128,128,4,PNG
train,image_3674.png,mask_3674.png,data/dataset/train/images\image_3674.png,data/dataset/train/masks\mask_3674.png,23736,600,128,128,4,PNG
train,image_3676.png,mask_3676.png,data/dataset/train/images\image_3676.png,data/dataset/train/masks\mask_3676.png,25858,560,128,128,4,PNG
train,image_3677.png,mask_3677.png,data/dataset/train/images\image_3677.png,data/dataset/train/masks\mask_3677.png,28629,540,128,128,4,PNG
train,image_3678.png,mask_3678.png,data/dataset/train/images\image_3678.png,data/dataset/train/masks\mask_3678.png,26669,1063,128,128,4,PNG
train,image_3679.png,mask_3679.png,data/dataset/train/images\image_3679.png,data/dataset/train/masks\mask_3679.png,24828,731,128,128,4,PNG
train,image_3682.png,mask_3682.png,data/dataset/train/images\image_3682.png,data/dataset/train/masks\mask_3682.png,29387,554,128,128,4,PNG
train,image_3684.png,mask_3684.png,data/dataset/train/images\image_3684.png,data/dataset/train/masks\mask_3684.png,28046,517,128,128,4,PNG
train,image_369.png,mask_369.png,data/dataset/train/images\image_369.png,data/dataset/train/masks\mask_369.png,25649,878,128,128,4,PNG
train,image_3694.png,mask_3694.png,data/dataset/train/images\image_3694.png,data/dataset/train/masks\mask_3694.png,27928,628,128,128,4,PNG
train,image_3695.png,mask_3695.png,data/dataset/train/images\image_3695.png,data/dataset/train/masks\mask_3695.png,28273,581,128,128,4,PNG
train,image_3697.png,mask_3697.png,data/dataset/train/images\image_3697.png,data/dataset/train/masks\mask_3697.png,28537,539,128,128,4,PNG
train,image_37.png,mask_37.png,data/dataset/train/images\image_37.png,data/dataset/train/masks\mask_37.png,29727,570,128,128,4,PNG
train,image_370.png,mask_370.png,data/dataset/train/images\image_370.png,data/dataset/train/masks\mask_370.png,29937,1055,128,128,4,PNG
train,image_3700.png,mask_3700.png,data/dataset/train/images\image_3700.png,data/dataset/train/masks\mask_3700.png,29370,691,128,128,4,PNG
train,image_3701.png,mask_3701.png,data/dataset/train/images\image_3701.png,data/dataset/train/masks\mask_3701.png,27825,759,128,128,4,PNG
train,image_3702.png,mask_3702.png,data/dataset/train/images\image_3702.png,data/dataset/train/masks\mask_3702.png,28027,571,128,128,4,PNG
train,image_3704.png,mask_3704.png,data/dataset/train/images\image_3704.png,data/dataset/train/masks\mask_3704.png,29828,815,128,128,4,PNG
train,image_3706.png,mask_3706.png,data/dataset/train/images\image_3706.png,data/dataset/train/masks\mask_3706.png,31349,884,128,128,4,PNG
train,image_3708.png,mask_3708.png,data/dataset/train/images\image_3708.png,data/dataset/train/masks\mask_3708.png,30400,615,128,128,4,PNG
train,image_3709.png,mask_3709.png,data/dataset/train/images\image_3709.png,data/dataset/train/masks\mask_3709.png,30642,624,128,128,4,PNG
train,image_371.png,mask_371.png,data/dataset/train/images\image_371.png,data/dataset/train/masks\mask_371.png,26551,959,128,128,4,PNG
train,image_3710.png,mask_3710.png,data/dataset/train/images\image_3710.png,data/dataset/train/masks\mask_3710.png,30491,680,128,128,4,PNG
train,image_3711.png,mask_3711.png,data/dataset/train/images\image_3711.png,data/dataset/train/masks\mask_3711.png,26762,639,128,128,4,PNG
train,image_3713.png,mask_3713.png,data/dataset/train/images\image_3713.png,data/dataset/train/masks\mask_3713.png,29159,928,128,128,4,PNG
train,image_3719.png,mask_3719.png,data/dataset/train/images\image_3719.png,data/dataset/train/masks\mask_3719.png,29056,859,128,128,4,PNG
train,image_372.png,mask_372.png,data/dataset/train/images\image_372.png,data/dataset/train/masks\mask_372.png,24664,900,128,128,4,PNG
train,image_3720.png,mask_3720.png,data/dataset/train/images\image_3720.png,data/dataset/train/masks\mask_3720.png,25457,758,128,128,4,PNG
train,image_3721.png,mask_3721.png,data/dataset/train/images\image_3721.png,data/dataset/train/masks\mask_3721.png,25577,662,128,128,4,PNG
train,image_3722.png,mask_3722.png,data/dataset/train/images\image_3722.png,data/dataset/train/masks\mask_3722.png,27547,616,128,128,4,PNG
train,image_3725.png,mask_3725.png,data/dataset/train/images\image_3725.png,data/dataset/train/masks\mask_3725.png,25154,815,128,128,4,PNG
train,image_3727.png,mask_3727.png,data/dataset/train/images\image_3727.png,data/dataset/train/masks\mask_3727.png,26203,852,128,128,4,PNG
train,image_3738.png,mask_3738.png,data/dataset/train/images\image_3738.png,data/dataset/train/masks\mask_3738.png,28208,744,128,128,4,PNG
train,image_3739.png,mask_3739.png,data/dataset/train/images\image_3739.png,data/dataset/train/masks\mask_3739.png,30133,571,128,128,4,PNG
train,image_374.png,mask_374.png,data/dataset/train/images\image_374.png,data/dataset/train/masks\mask_374.png,25424,1067,128,128,4,PNG
train,image_3740.png,mask_3740.png,data/dataset/train/images\image_3740.png,data/dataset/train/masks\mask_3740.png,27251,580,128,128,4,PNG
train,image_3741.png,mask_3741.png,data/dataset/train/images\image_3741.png,data/dataset/train/masks\mask_3741.png,29394,675,128,128,4,PNG
train,image_3742.png,mask_3742.png,data/dataset/train/images\image_3742.png,data/dataset/train/masks\mask_3742.png,30986,719,128,128,4,PNG
train,image_3747.png,mask_3747.png,data/dataset/train/images\image_3747.png,data/dataset/train/masks\mask_3747.png,30305,642,128,128,4,PNG
train,image_3750.png,mask_3750.png,data/dataset/train/images\image_3750.png,data/dataset/train/masks\mask_3750.png,31427,653,128,128,4,PNG
train,image_3751.png,mask_3751.png,data/dataset/train/images\image_3751.png,data/dataset/train/masks\mask_3751.png,31615,545,128,128,4,PNG
train,image_3752.png,mask_3752.png,data/dataset/train/images\image_3752.png,data/dataset/train/masks\mask_3752.png,28927,623,128,128,4,PNG
train,image_3753.png,mask_3753.png,data/dataset/train/images\image_3753.png,data/dataset/train/masks\mask_3753.png,30396,881,128,128,4,PNG
train,image_3754.png,mask_3754.png,data/dataset/train/images\image_3754.png,data/dataset/train/masks\mask_3754.png,27639,576,128,128,4,PNG
train,image_3756.png,mask_3756.png,data/dataset/train/images\image_3756.png,data/dataset/train/masks\mask_3756.png,24576,574,128,128,4,PNG
train,image_3759.png,mask_3759.png,data/dataset/train/images\image_3759.png,data/dataset/train/masks\mask_3759.png,29592,776,128,128,4,PNG
train,image_376.png,mask_376.png,data/dataset/train/images\image_376.png,data/dataset/train/masks\mask_376.png,26082,621,128,128,4,PNG
train,image_3760.png,mask_3760.png,data/dataset/train/images\image_3760.png,data/dataset/train/masks\mask_3760.png,28928,771,128,128,4,PNG
train,image_3761.png,mask_3761.png,data/dataset/train/images\image_3761.png,data/dataset/train/masks\mask_3761.png,27178,555,128,128,4,PNG
train,image_3763.png,mask_3763.png,data/dataset/train/images\image_3763.png,data/dataset/train/masks\mask_3763.png,28566,709,128,128,4,PNG
train,image_3764.png,mask_3764.png,data/dataset/train/images\image_3764.png,data/dataset/train/masks\mask_3764.png,27622,767,128,128,4,PNG
train,image_3765.png,mask_3765.png,data/dataset/train/images\image_3765.png,data/dataset/train/masks\mask_3765.png,28910,764,128,128,4,PNG
train,image_3768.png,mask_3768.png,data/dataset/train/images\image_3768.png,data/dataset/train/masks\mask_3768.png,26567,816,128,128,4,PNG
train,image_3769.png,mask_3769.png,data/dataset/train/images\image_3769.png,data/dataset/train/masks\mask_3769.png,24202,841,128,128,4,PNG
train,image_377.png,mask_377.png,data/dataset/train/images\image_377.png,data/dataset/train/masks\mask_377.png,28243,669,128,128,4,PNG
train,image_3770.png,mask_3770.png,data/dataset/train/images\image_3770.png,data/dataset/train/masks\mask_3770.png,26387,736,128,128,4,PNG
train,image_3772.png,mask_3772.png,data/dataset/train/images\image_3772.png,data/dataset/train/masks\mask_3772.png,26722,750,128,128,4,PNG
train,image_3774.png,mask_3774.png,data/dataset/train/images\image_3774.png,data/dataset/train/masks\mask_3774.png,28169,525,128,128,4,PNG
train,image_3775.png,mask_3775.png,data/dataset/train/images\image_3775.png,data/dataset/train/masks\mask_3775.png,33058,562,128,128,4,PNG
train,image_3779.png,mask_3779.png,data/dataset/train/images\image_3779.png,data/dataset/train/masks\mask_3779.png,28705,540,128,128,4,PNG
train,image_3784.png,mask_3784.png,data/dataset/train/images\image_3784.png,data/dataset/train/masks\mask_3784.png,28450,620,128,128,4,PNG
train,image_3785.png,mask_3785.png,data/dataset/train/images\image_3785.png,data/dataset/train/masks\mask_3785.png,30060,627,128,128,4,PNG
train,image_3787.png,mask_3787.png,data/dataset/train/images\image_3787.png,data/dataset/train/masks\mask_3787.png,29681,575,128,128,4,PNG
train,image_3789.png,mask_3789.png,data/dataset/train/images\image_3789.png,data/dataset/train/masks\mask_3789.png,31406,596,128,128,4,PNG
train,image_3792.png,mask_3792.png,data/dataset/train/images\image_3792.png,data/dataset/train/masks\mask_3792.png,30744,809,128,128,4,PNG
train,image_3793.png,mask_3793.png,data/dataset/train/images\image_3793.png,data/dataset/train/masks\mask_3793.png,29363,794,128,128,4,PNG
train,image_3794.png,mask_3794.png,data/dataset/train/images\image_3794.png,data/dataset/train/masks\mask_3794.png,30331,496,128,128,4,PNG
train,image_3795.png,mask_3795.png,data/dataset/train/images\image_3795.png,data/dataset/train/masks\mask_3795.png,17523,685,128,128,4,PNG
train,image_3798.png,mask_3798.png,data/dataset/train/images\image_3798.png,data/dataset/train/masks\mask_3798.png,27279,741,128,128,4,PNG
train,image_38.png,mask_38.png,data/dataset/train/images\image_38.png,data/dataset/train/masks\mask_38.png,30618,619,128,128,4,PNG
train,image_39.png,mask_39.png,data/dataset/train/images\image_39.png,data/dataset/train/masks\mask_39.png,31498,560,128,128,4,PNG
train,image_390.png,mask_390.png,data/dataset/train/images\image_390.png,data/dataset/train/masks\mask_390.png,27486,684,128,128,4,PNG
train,image_393.png,mask_393.png,data/dataset/train/images\image_393.png,data/dataset/train/masks\mask_393.png,26118,553,128,128,4,PNG
train,image_398.png,mask_398.png,data/dataset/train/images\image_398.png,data/dataset/train/masks\mask_398.png,31975,541,128,128,4,PNG
train,image_399.png,mask_399.png,data/dataset/train/images\image_399.png,data/dataset/train/masks\mask_399.png,28523,690,128,128,4,PNG
train,image_4.png,mask_4.png,data/dataset/train/images\image_4.png,data/dataset/train/masks\mask_4.png,28152,1031,128,128,4,PNG
train,image_40.png,mask_40.png,data/dataset/train/images\image_40.png,data/dataset/train/masks\mask_40.png,27375,735,128,128,4,PNG
train,image_401.png,mask_401.png,data/dataset/train/images\image_401.png,data/dataset/train/masks\mask_401.png,26976,537,128,128,4,PNG
train,image_402.png,mask_402.png,data/dataset/train/images\image_402.png,data/dataset/train/masks\mask_402.png,28339,558,128,128,4,PNG
train,image_405.png,mask_405.png,data/dataset/train/images\image_405.png,data/dataset/train/masks\mask_405.png,29825,848,128,128,4,PNG
train,image_407.png,mask_407.png,data/dataset/train/images\image_407.png,data/dataset/train/masks\mask_407.png,29814,723,128,128,4,PNG
train,image_408.png,mask_408.png,data/dataset/train/images\image_408.png,data/dataset/train/masks\mask_408.png,28886,815,128,128,4,PNG
train,image_409.png,mask_409.png,data/dataset/train/images\image_409.png,data/dataset/train/masks\mask_409.png,26933,687,128,128,4,PNG
train,image_412.png,mask_412.png,data/dataset/train/images\image_412.png,data/dataset/train/masks\mask_412.png,27447,613,128,128,4,PNG
train,image_415.png,mask_415.png,data/dataset/train/images\image_415.png,data/dataset/train/masks\mask_415.png,29334,758,128,128,4,PNG
train,image_416.png,mask_416.png,data/dataset/train/images\image_416.png,data/dataset/train/masks\mask_416.png,29560,1076,128,128,4,PNG
train,image_418.png,mask_418.png,data/dataset/train/images\image_418.png,data/dataset/train/masks\mask_418.png,21344,701,128,128,4,PNG
train,image_419.png,mask_419.png,data/dataset/train/images\image_419.png,data/dataset/train/masks\mask_419.png,24816,856,128,128,4,PNG
train,image_421.png,mask_421.png,data/dataset/train/images\image_421.png,data/dataset/train/masks\mask_421.png,27623,789,128,128,4,PNG
train,image_425.png,mask_425.png,data/dataset/train/images\image_425.png,data/dataset/train/masks\mask_425.png,29674,578,128,128,4,PNG
train,image_429.png,mask_429.png,data/dataset/train/images\image_429.png,data/dataset/train/masks\mask_429.png,28790,573,128,128,4,PNG
train,image_434.png,mask_434.png,data/dataset/train/images\image_434.png,data/dataset/train/masks\mask_434.png,27498,730,128,128,4,PNG
train,image_437.png,mask_437.png,data/dataset/train/images\image_437.png,data/dataset/train/masks\mask_437.png,29274,722,128,128,4,PNG
train,image_440.png,mask_440.png,data/dataset/train/images\image_440.png,data/dataset/train/masks\mask_440.png,29094,535,128,128,4,PNG
train,image_442.png,mask_442.png,data/dataset/train/images\image_442.png,data/dataset/train/masks\mask_442.png,28569,833,128,128,4,PNG
train,image_443.png,mask_443.png,data/dataset/train/images\image_443.png,data/dataset/train/masks\mask_443.png,28300,671,128,128,4,PNG
train,image_444.png,mask_444.png,data/dataset/train/images\image_444.png,data/dataset/train/masks\mask_444.png,30856,703,128,128,4,PNG
train,image_446.png,mask_446.png,data/dataset/train/images\image_446.png,data/dataset/train/masks\mask_446.png,31312,835,128,128,4,PNG
train,image_447.png,mask_447.png,data/dataset/train/images\image_447.png,data/dataset/train/masks\mask_447.png,29392,612,128,128,4,PNG
train,image_449.png,mask_449.png,data/dataset/train/images\image_449.png,data/dataset/train/masks\mask_449.png,28973,745,128,128,4,PNG
train,image_45.png,mask_45.png,data/dataset/train/images\image_45.png,data/dataset/train/masks\mask_45.png,28203,550,128,128,4,PNG
train,image_452.png,mask_452.png,data/dataset/train/images\image_452.png,data/dataset/train/masks\mask_452.png,28243,751,128,128,4,PNG
train,image_453.png,mask_453.png,data/dataset/train/images\image_453.png,data/dataset/train/masks\mask_453.png,29470,706,128,128,4,PNG
train,image_454.png,mask_454.png,data/dataset/train/images\image_454.png,data/dataset/train/masks\mask_454.png,31003,797,128,128,4,PNG
train,image_455.png,mask_455.png,data/dataset/train/images\image_455.png,data/dataset/train/masks\mask_455.png,29359,971,128,128,4,PNG
train,image_457.png,mask_457.png,data/dataset/train/images\image_457.png,data/dataset/train/masks\mask_457.png,28963,798,128,128,4,PNG
train,image_458.png,mask_458.png,data/dataset/train/images\image_458.png,data/dataset/train/masks\mask_458.png,26464,838,128,128,4,PNG
train,image_459.png,mask_459.png,data/dataset/train/images\image_459.png,data/dataset/train/masks\mask_459.png,30235,910,128,128,4,PNG
train,image_46.png,mask_46.png,data/dataset/train/images\image_46.png,data/dataset/train/masks\mask_46.png,28424,635,128,128,4,PNG
train,image_460.png,mask_460.png,data/dataset/train/images\image_460.png,data/dataset/train/masks\mask_460.png,24866,580,128,128,4,PNG
train,image_461.png,mask_461.png,data/dataset/train/images\image_461.png,data/dataset/train/masks\mask_461.png,25606,895,128,128,4,PNG
train,image_462.png,mask_462.png,data/dataset/train/images\image_462.png,data/dataset/train/masks\mask_462.png,30638,1119,128,128,4,PNG
train,image_463.png,mask_463.png,data/dataset/train/images\image_463.png,data/dataset/train/masks\mask_463.png,27155,879,128,128,4,PNG
train,image_464.png,mask_464.png,data/dataset/train/images\image_464.png,data/dataset/train/masks\mask_464.png,28735,625,128,128,4,PNG
train,image_468.png,mask_468.png,data/dataset/train/images\image_468.png,data/dataset/train/masks\mask_468.png,30569,869,128,128,4,PNG
train,image_474.png,mask_474.png,data/dataset/train/images\image_474.png,data/dataset/train/masks\mask_474.png,32160,776,128,128,4,PNG
train,image_488.png,mask_488.png,data/dataset/train/images\image_488.png,data/dataset/train/masks\mask_488.png,28946,605,128,128,4,PNG
train,image_497.png,mask_497.png,data/dataset/train/images\image_497.png,data/dataset/train/masks\mask_497.png,27736,849,128,128,4,PNG
train,image_498.png,mask_498.png,data/dataset/train/images\image_498.png,data/dataset/train/masks\mask_498.png,27166,672,128,128,4,PNG
train,image_499.png,mask_499.png,data/dataset/train/images\image_499.png,data/dataset/train/masks\mask_499.png,29266,935,128,128,4,PNG
train,image_5.png,mask_5.png,data/dataset/train/images\image_5.png,data/dataset/train/masks\mask_5.png,28248,710,128,128,4,PNG
train,image_500.png,mask_500.png,data/dataset/train/images\image_500.png,data/dataset/train/masks\mask_500.png,27106,544,128,128,4,PNG
train,image_501.png,mask_501.png,data/dataset/train/images\image_501.png,data/dataset/train/masks\mask_501.png,25250,638,128,128,4,PNG
train,image_502.png,mask_502.png,data/dataset/train/images\image_502.png,data/dataset/train/masks\mask_502.png,23812,640,128,128,4,PNG
train,image_504.png,mask_504.png,data/dataset/train/images\image_504.png,data/dataset/train/masks\mask_504.png,26246,938,128,128,4,PNG
train,image_506.png,mask_506.png,data/dataset/train/images\image_506.png,data/dataset/train/masks\mask_506.png,26088,844,128,128,4,PNG
train,image_507.png,mask_507.png,data/dataset/train/images\image_507.png,data/dataset/train/masks\mask_507.png,26975,641,128,128,4,PNG
train,image_508.png,mask_508.png,data/dataset/train/images\image_508.png,data/dataset/train/masks\mask_508.png,29389,1121,128,128,4,PNG
train,image_509.png,mask_509.png,data/dataset/train/images\image_509.png,data/dataset/train/masks\mask_509.png,28974,788,128,128,4,PNG
train,image_510.png,mask_510.png,data/dataset/train/images\image_510.png,data/dataset/train/masks\mask_510.png,30213,704,128,128,4,PNG
train,image_511.png,mask_511.png,data/dataset/train/images\image_511.png,data/dataset/train/masks\mask_511.png,29019,655,128,128,4,PNG
train,image_512.png,mask_512.png,data/dataset/train/images\image_512.png,data/dataset/train/masks\mask_512.png,25710,595,128,128,4,PNG
train,image_514.png,mask_514.png,data/dataset/train/images\image_514.png,data/dataset/train/masks\mask_514.png,30937,533,128,128,4,PNG
train,image_519.png,mask_519.png,data/dataset/train/images\image_519.png,data/dataset/train/masks\mask_519.png,29111,617,128,128,4,PNG
train,image_52.png,mask_52.png,data/dataset/train/images\image_52.png,data/dataset/train/masks\mask_52.png,28926,954,128,128,4,PNG
train,image_524.png,mask_524.png,data/dataset/train/images\image_524.png,data/dataset/train/masks\mask_524.png,26163,718,128,128,4,PNG
train,image_53.png,mask_53.png,data/dataset/train/images\image_53.png,data/dataset/train/masks\mask_53.png,25026,670,128,128,4,PNG
train,image_536.png,mask_536.png,data/dataset/train/images\image_536.png,data/dataset/train/masks\mask_536.png,28519,570,128,128,4,PNG
train,image_538.png,mask_538.png,data/dataset/train/images\image_538.png,data/dataset/train/masks\mask_538.png,27183,573,128,128,4,PNG
train,image_539.png,mask_539.png,data/dataset/train/images\image_539.png,data/dataset/train/masks\mask_539.png,25801,595,128,128,4,PNG
train,image_540.png,mask_540.png,data/dataset/train/images\image_540.png,data/dataset/train/masks\mask_540.png,27041,885,128,128,4,PNG
train,image_542.png,mask_542.png,data/dataset/train/images\image_542.png,data/dataset/train/masks\mask_542.png,28506,1173,128,128,4,PNG
train,image_543.png,mask_543.png,data/dataset/train/images\image_543.png,data/dataset/train/masks\mask_543.png,22879,691,128,128,4,PNG
train,image_544.png,mask_544.png,data/dataset/train/images\image_544.png,data/dataset/train/masks\mask_544.png,26019,677,128,128,4,PNG
train,image_545.png,mask_545.png,data/dataset/train/images\image_545.png,data/dataset/train/masks\mask_545.png,31129,608,128,128,4,PNG
train,image_547.png,mask_547.png,data/dataset/train/images\image_547.png,data/dataset/train/masks\mask_547.png,24883,722,128,128,4,PNG
train,image_549.png,mask_549.png,data/dataset/train/images\image_549.png,data/dataset/train/masks\mask_549.png,26778,672,128,128,4,PNG
train,image_550.png,mask_550.png,data/dataset/train/images\image_550.png,data/dataset/train/masks\mask_550.png,28346,600,128,128,4,PNG
train,image_551.png,mask_551.png,data/dataset/train/images\image_551.png,data/dataset/train/masks\mask_551.png,28984,1301,128,128,4,PNG
train,image_552.png,mask_552.png,data/dataset/train/images\image_552.png,data/dataset/train/masks\mask_552.png,27538,1135,128,128,4,PNG
train,image_553.png,mask_553.png,data/dataset/train/images\image_553.png,data/dataset/train/masks\mask_553.png,30527,1076,128,128,4,PNG
train,image_555.png,mask_555.png,data/dataset/train/images\image_555.png,data/dataset/train/masks\mask_555.png,29971,703,128,128,4,PNG
train,image_557.png,mask_557.png,data/dataset/train/images\image_557.png,data/dataset/train/masks\mask_557.png,27085,946,128,128,4,PNG
train,image_559.png,mask_559.png,data/dataset/train/images\image_559.png,data/dataset/train/masks\mask_559.png,27115,723,128,128,4,PNG
train,image_56.png,mask_56.png,data/dataset/train/images\image_56.png,data/dataset/train/masks\mask_56.png,27417,823,128,128,4,PNG
train,image_563.png,mask_563.png,data/dataset/train/images\image_563.png,data/dataset/train/masks\mask_563.png,28236,531,128,128,4,PNG
train,image_565.png,mask_565.png,data/dataset/train/images\image_565.png,data/dataset/train/masks\mask_565.png,29977,680,128,128,4,PNG
