acquisition_date,satellite,orbit_direction,relative_orbit,product_type,mode,polarization,footprint_intersects_aoi,source,source_url,product_id,notes
2022-04-19,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220419T122025_20220419T122052_000130_007980_8064.zip,SEN_IW_SLC__1SDV_20220419T122025_20220419T122052_000130_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2022-04-14,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220414T001150_20220414T001218_000130_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20220414T001150_20220414T001218_000130_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2022-04-07,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220407T122025_20220407T122052_000129_007980_8064.zip,SEN_IW_SLC__1SDV_20220407T122025_20220407T122052_000129_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2022-04-02,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220402T001150_20220402T001218_000129_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20220402T001150_20220402T001218_000129_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2022-03-26,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220326T122025_20220326T122052_000128_007980_8064.zip,SEN_IW_SLC__1SDV_20220326T122025_20220326T122052_000128_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2022-03-21,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220321T001150_20220321T001218_000128_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20220321T001150_20220321T001218_000128_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2022-03-14,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220314T122025_20220314T122052_000127_007980_8064.zip,SEN_IW_SLC__1SDV_20220314T122025_20220314T122052_000127_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2022-03-09,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220309T001150_20220309T001218_000127_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20220309T001150_20220309T001218_000127_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2022-03-02,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220302T122025_20220302T122052_000126_007980_8064.zip,SEN_IW_SLC__1SDV_20220302T122025_20220302T122052_000126_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2022-02-25,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220225T001150_20220225T001218_000126_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20220225T001150_20220225T001218_000126_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2022-02-18,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220218T122025_20220218T122052_000125_007980_8064.zip,SEN_IW_SLC__1SDV_20220218T122025_20220218T122052_000125_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2022-02-13,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220213T001150_20220213T001218_000125_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20220213T001150_20220213T001218_000125_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2022-02-06,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220206T122025_20220206T122052_000124_007980_8064.zip,SEN_IW_SLC__1SDV_20220206T122025_20220206T122052_000124_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2022-02-01,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220201T001150_20220201T001218_000124_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20220201T001150_20220201T001218_000124_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2022-01-25,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220125T122025_20220125T122052_000123_007980_8064.zip,SEN_IW_SLC__1SDV_20220125T122025_20220125T122052_000123_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2022-01-20,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220120T001150_20220120T001218_000123_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20220120T001150_20220120T001218_000123_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2022-01-13,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220113T122025_20220113T122052_000122_007980_8064.zip,SEN_IW_SLC__1SDV_20220113T122025_20220113T122052_000122_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2022-01-08,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220108T001150_20220108T001218_000122_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20220108T001150_20220108T001218_000122_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2022-01-01,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20220101T122025_20220101T122052_000121_007980_8064.zip,SEN_IW_SLC__1SDV_20220101T122025_20220101T122052_000121_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-12-27,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211227T001150_20211227T001218_000121_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20211227T001150_20211227T001218_000121_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-12-20,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211220T122025_20211220T122052_000120_007980_8064.zip,SEN_IW_SLC__1SDV_20211220T122025_20211220T122052_000120_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-12-15,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211215T001150_20211215T001218_000120_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20211215T001150_20211215T001218_000120_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-12-08,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211208T122025_20211208T122052_000119_007980_8064.zip,SEN_IW_SLC__1SDV_20211208T122025_20211208T122052_000119_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-12-03,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211203T001150_20211203T001218_000119_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20211203T001150_20211203T001218_000119_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-11-26,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211126T122025_20211126T122052_000118_007980_8064.zip,SEN_IW_SLC__1SDV_20211126T122025_20211126T122052_000118_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-11-21,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211121T001150_20211121T001218_000118_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20211121T001150_20211121T001218_000118_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-11-14,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211114T122025_20211114T122052_000117_007980_8064.zip,SEN_IW_SLC__1SDV_20211114T122025_20211114T122052_000117_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-11-09,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211109T001150_20211109T001218_000117_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20211109T001150_20211109T001218_000117_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-11-02,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211102T122025_20211102T122052_000116_007980_8064.zip,SEN_IW_SLC__1SDV_20211102T122025_20211102T122052_000116_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-10-28,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211028T001150_20211028T001218_000116_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20211028T001150_20211028T001218_000116_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-10-21,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211021T122025_20211021T122052_000115_007980_8064.zip,SEN_IW_SLC__1SDV_20211021T122025_20211021T122052_000115_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-10-16,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211016T001150_20211016T001218_000115_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20211016T001150_20211016T001218_000115_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-10-09,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211009T122025_20211009T122052_000114_007980_8064.zip,SEN_IW_SLC__1SDV_20211009T122025_20211009T122052_000114_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-10-04,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20211004T001150_20211004T001218_000114_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20211004T001150_20211004T001218_000114_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-09-27,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210927T122025_20210927T122052_000113_007980_8064.zip,SEN_IW_SLC__1SDV_20210927T122025_20210927T122052_000113_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-09-22,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210922T001150_20210922T001218_000113_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210922T001150_20210922T001218_000113_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-09-15,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210915T122025_20210915T122052_000112_007980_8064.zip,SEN_IW_SLC__1SDV_20210915T122025_20210915T122052_000112_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-09-10,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210910T001150_20210910T001218_000112_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210910T001150_20210910T001218_000112_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-09-03,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210903T122025_20210903T122052_000111_007980_8064.zip,SEN_IW_SLC__1SDV_20210903T122025_20210903T122052_000111_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-08-29,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210829T001150_20210829T001218_000111_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210829T001150_20210829T001218_000111_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-08-22,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210822T122025_20210822T122052_000110_007980_8064.zip,SEN_IW_SLC__1SDV_20210822T122025_20210822T122052_000110_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-08-17,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210817T001150_20210817T001218_000110_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210817T001150_20210817T001218_000110_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-08-10,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210810T122025_20210810T122052_000109_007980_8064.zip,SEN_IW_SLC__1SDV_20210810T122025_20210810T122052_000109_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-08-05,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210805T001150_20210805T001218_000109_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210805T001150_20210805T001218_000109_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-07-29,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210729T122025_20210729T122052_000108_007980_8064.zip,SEN_IW_SLC__1SDV_20210729T122025_20210729T122052_000108_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-07-24,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210724T001150_20210724T001218_000108_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210724T001150_20210724T001218_000108_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-07-17,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210717T122025_20210717T122052_000107_007980_8064.zip,SEN_IW_SLC__1SDV_20210717T122025_20210717T122052_000107_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-07-12,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210712T001150_20210712T001218_000107_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210712T001150_20210712T001218_000107_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-07-05,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210705T122025_20210705T122052_000106_007980_8064.zip,SEN_IW_SLC__1SDV_20210705T122025_20210705T122052_000106_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-06-30,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210630T001150_20210630T001218_000106_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210630T001150_20210630T001218_000106_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-06-23,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210623T122025_20210623T122052_000105_007980_8064.zip,SEN_IW_SLC__1SDV_20210623T122025_20210623T122052_000105_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-06-18,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210618T001150_20210618T001218_000105_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210618T001150_20210618T001218_000105_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-06-11,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210611T122025_20210611T122052_000104_007980_8064.zip,SEN_IW_SLC__1SDV_20210611T122025_20210611T122052_000104_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-06-06,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210606T001150_20210606T001218_000104_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210606T001150_20210606T001218_000104_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-05-30,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210530T122025_20210530T122052_000103_007980_8064.zip,SEN_IW_SLC__1SDV_20210530T122025_20210530T122052_000103_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-05-25,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210525T001150_20210525T001218_000103_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210525T001150_20210525T001218_000103_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-05-18,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210518T122025_20210518T122052_000102_007980_8064.zip,SEN_IW_SLC__1SDV_20210518T122025_20210518T122052_000102_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-05-13,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210513T001150_20210513T001218_000102_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210513T001150_20210513T001218_000102_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-05-06,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210506T122025_20210506T122052_000101_007980_8064.zip,SEN_IW_SLC__1SDV_20210506T122025_20210506T122052_000101_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-05-01,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210501T001150_20210501T001218_000101_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210501T001150_20210501T001218_000101_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-04-24,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210424T122025_20210424T122052_000100_007980_8064.zip,SEN_IW_SLC__1SDV_20210424T122025_20210424T122052_000100_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-04-19,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210419T001150_20210419T001218_000100_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210419T001150_20210419T001218_000100_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2021-04-12,SENTINEL-1B,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210412T122025_20210412T122052_000099_007980_8064.zip,SEN_IW_SLC__1SDV_20210412T122025_20210412T122052_000099_007980_8064,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2021-04-07,SENTINEL-1B,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20210407T001150_20210407T001218_000099_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20210407T001150_20210407T001218_000099_00ABCD_1234,"Sentinel-1 SENTINEL-1B IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
